org;lum;agg;int;atm;col;com;dep;catr;infra;voie;v1;v2;circ;nbv;pr;pr1;vosp;prof;plan;situ;ttue;tbg;tbl;tindm;typenumero;numero;distancemetre;libellevoie;coderivoli;grav;gps;lat;long;adr;numac;codeinsee;geoflamatch;nbimplique
5;1;6;1;1;3;27;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;2;1;94;0;NICE AVENUE DE (RN7);;0.43;;;;;5592;6027;O;3
5;2;6;1;1;3;27;60;4;0;0;0;;2;2;;;0;0;1;1;0;0;1;1;1;90;0;VAL FLEURI CHEMIN DU;;0.43;;;;;5593;6027;O;2
5;5;6;1;1;6;27;60;3;0;0;0;;3;4;;;0;1;1;1;0;0;1;1;2;;0;ALPES AVENUE DES;;0.43;;;;;5594;6027;O;2
5;1;6;1;1;6;27;60;4;0;0;0;;1;1;;;0;0;2;1;0;0;1;1;2;;0;VERDUN AVENUE DE;;0.43;;;;;5595;6027;O;2
5;1;6;1;1;2;27;60;4;0;0;0;;3;4;;;0;1;1;1;0;0;1;1;1;15;0;ALPES AVENUE DES;;0.43;;;;;5596;6027;O;2
5;1;6;1;1;2;123;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;190;0;DE GAULLE GENERAL AVENUE;;0.43;;;;;5597;6123;O;2
5;1;6;1;1;6;27;60;4;0;0;0;;2;2;;;0;0;1;1;0;0;1;1;1;74;0;VAL FLEURI CHEMIN DU;;0.43;;;;;5598;6027;O;2
5;1;6;1;1;3;27;60;4;0;0;0;;2;2;;;0;1;3;1;0;0;1;1;1;7;0;VALLON DES VAUX CHEMIN DU;;0.43;;;;;5599;6027;O;2
5;1;6;1;1;3;30;60;4;0;0;0;;2;4;;;0;1;1;1;0;0;1;1;9;0;0;POMPIDOU (AVENUE GEORGES);;0.43;;;;;5600;6030;O;2
5;1;7;1;1;6;29;60;2;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;9;0;0;MIDI (BOULEVARD DU);;0.43;;;;;5601;6029;O;2
5;1;7;1;1;3;29;60;4;0;0;0;;3;4;;;0;1;1;1;0;0;1;1;9;0;0;CROISETTE (BOULEVARD DE LA);;0.43;;;;;5602;6029;O;2
5;1;7;1;1;3;29;60;4;0;0;0;;2;2;;;0;2;4;1;0;0;1;1;9;0;0;BEAUSOLEIL (BD);;0.43;;;;;5603;6029;O;2
5;5;7;3;1;3;29;60;4;5;0;0;;1;1;;;0;1;1;1;0;0;1;2;1;2;0;DELORME (RUE PHILIBERT);;0.43;;;;;5604;6029;O;3
5;1;7;1;1;3;29;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;11;0;BROUSSAILLES (AVENUE DES);;0.43;;;;;5605;6029;O;2
5;1;7;1;1;6;29;60;2;0;0;0;;3;4;;;0;1;1;1;0;0;1;1;9;0;0;CARNOT (BOULEVARD);;0.43;;;;;5606;6029;O;2
5;5;6;1;1;3;30;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;9;0;0;FERRY (RUE JULES);;0.43;;;;;5607;6030;O;2
5;1;7;1;1;6;29;60;4;0;0;0;;2;2;;;0;2;3;1;0;0;1;1;1;143;0;VALLAURIS (AVENUE DE);;0.43;;;;;5608;6029;O;2
5;1;7;1;1;3;29;60;4;5;0;0;;3;5;;;0;1;1;1;0;0;1;1;9;0;0;DIX HUIT JUIN (PLACE DU);;0.43;;;;;5609;6029;O;2
5;1;7;1;1;2;29;60;4;5;0;0;;3;5;;;0;1;1;1;0;0;1;1;1;2;0;BACHAGA SAID BOUALAM (AVENUE);;0.43;;;;;5610;6029;O;2
5;1;7;1;1;7;29;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;9;0;0;REPUBLIQUE (BOULEVARD DE LA);;0.43;;;;;5611;6029;O;2
5;5;7;1;1;2;29;60;4;0;0;0;;1;2;;;0;2;1;1;0;0;1;1;1;1;0;GRASSE (AVENUE DE);;0.43;;;;;5612;6029;O;2
5;5;7;1;1;3;29;60;4;0;0;0;;2;4;;;1;2;1;1;0;0;1;2;9;0;0;CARNOT (BOULEVARD);;0.43;;;;;5613;6029;O;3
5;5;7;3;1;3;29;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;10;0;PINS (AVENUE DES);;0.43;;;;;5614;6029;O;2
5;5;6;1;1;3;30;60;4;0;0;0;;2;2;;;0;4;2;1;0;0;1;1;9;1;0;JULIA (VOIE) LE CANNET;;0.43;;;;;5615;6030;O;2
5;1;7;1;1;6;29;60;2;0;0;0;;2;4;;;0;2;1;1;0;0;1;1;1;56;0;CARNOT (BOULEVARD);;0.43;;;;;5616;6029;O;2
5;2;6;1;1;3;69;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;76;0;ORME (CHEMIN DE L');;0.43;;;;;5617;6069;O;2
5;1;6;3;1;3;69;60;3;0;0;0;;2;2;;;0;1;2;1;0;0;1;1;1;;0;ZOLA (BOULEVARD EMILE);;0.43;;;;;5618;6069;O;2
5;1;6;1;1;7;69;60;4;0;0;0;;2;2;;;0;2;1;3;0;0;1;0;1;48;0;SIDI BRAHIM (AVENUE);;0.43;;;;;5619;6069;O;1
5;5;6;1;1;7;69;60;4;0;0;0;;2;2;;;0;1;2;1;0;0;1;0;1;;0;PROVENCE (AVENUE DE);;0.43;;;;;5620;6069;O;1
5;2;6;3;1;6;69;60;3;0;0;0;;2;2;;;0;2;1;1;0;0;1;1;1;;0;CARNOT (BOULEVARD ET TRAVERSE);;0.43;;;;;5621;6069;O;2
5;1;6;6;1;2;69;60;3;0;0;0;;2;3;;;0;2;1;1;0;0;1;1;1;;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;5622;6069;O;2
5;1;1;1;1;2;69;60;4;0;0;0;;2;2;;;0;1;3;1;0;0;1;1;1;89;0;ROUQUIER (BOULEVARD EMMANUEL);;0.43;;;;;5623;6069;O;2
5;1;6;1;1;7;69;60;3;0;0;0;;3;2;;;0;1;1;1;0;0;1;0;1;;0;CANNES (ROUTE DE)  -RD 6085-;;0.43;;;;;5624;6069;O;1
5;5;6;1;1;3;69;60;4;0;0;0;;2;2;;;0;2;3;1;0;0;1;1;1;26;0;GRAND CHENE (CHEMIN DU);;0.43;;;;;5625;6069;O;2
5;2;6;1;1;7;69;60;3;0;0;0;;2;2;;;0;0;0;1;0;0;1;0;1;;0;MARIGARDE (ROUTE DE LA);;0.43;;;;;5626;6069;O;1
5;1;1;1;1;7;69;60;3;0;0;0;;2;2;;;0;0;0;1;0;0;1;0;1;;0;KENNEDY (BOULEVARD DU PRESIDENT);;0.43;;;;;5627;6069;O;1
5;1;6;3;1;3;69;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;;0;CHEVALIER (AVENUE MAURICE);;0.43;;;;;5628;6069;O;2
5;1;6;1;1;2;69;60;3;0;0;0;;2;2;;;0;2;1;1;0;0;1;1;1;;0;PEGOMAS (ROUTE DE);;0.43;;;;;5629;6069;O;2
5;1;1;1;1;7;69;60;3;0;0;0;;2;2;;;0;0;0;1;0;0;1;0;1;;0;PASTEUR (BOULEVARD);;0.43;;;;;5630;6069;O;1
5;1;1;1;1;7;69;60;3;0;0;0;;2;2;;;0;1;4;1;0;0;1;0;1;;0;AURIBEAU (ROUTE D') -D609-;;0.43;;;;;5631;6069;O;1
5;1;1;1;1;7;69;60;3;0;0;0;;2;2;;;0;2;4;3;0;0;1;0;1;120;0;ROTHSCHILD (BOULEVARD ALICE DE);;0.43;;;;;5632;6069;O;1
5;1;6;1;1;7;69;60;3;0;0;0;;2;2;;;0;2;2;1;0;0;1;0;1;1;0;SEMARD (AVENUE PIERRE);;0.43;;;;;5633;6069;O;1
5;1;6;1;1;6;83;60;3;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;15;0;BONAPARTE (QUAI);;0.43;;;;;5634;6083;O;2
5;1;6;1;1;6;83;60;3;0;0;0;;3;2;;;0;1;1;1;0;0;1;1;1;23;0;SOSPEL (AVENUE DE, N° 1 A 55);;0.43;;;;;5635;6083;O;2
5;5;6;3;1;3;83;60;3;0;0;0;;3;2;73;700;0;1;1;1;0;0;1;1;0;;0;SOSPEL (AVENUE DE, N° 1 A 55);;0.43;;;;;5636;6083;O;2
5;1;6;1;1;1;83;60;4;0;0;0;;2;2;;;0;4;1;1;0;0;1;0;1;6;0;LAURENTI (AVENUE);;0.43;;;;;5637;6083;O;1
5;5;9;1;1;6;88;60;4;0;0;0;;1;3;;;0;1;3;1;0;0;1;1;1;0;0;VERDUN (AV. DE);;0.43;;;;;5638;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;0;;2;2;;;0;2;1;1;0;0;1;1;1;165;0;NAPOLEON III (BD);;0.43;;;;;5639;6088;O;2
5;5;9;3;1;3;88;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;78;0;CAPPATTI (AV. LOUIS);;0.43;;;;;5640;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;0;;2;2;;;0;1;4;1;0;0;1;1;1;;0;BIECKERT (AV. EMILE);;0.43;;;;;5641;6088;O;2
5;5;9;2;2;3;88;60;4;0;0;0;;2;1;;;0;1;1;1;0;0;1;1;1;0;0;CENTRAL DU VAR (BD);;0.43;;;;;5642;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;2;1;0;0;THEURIET (AV. ANDRE);;0.43;;;;;5643;6088;O;3
5;1;9;1;1;3;88;60;4;0;0;0;;3;2;;;0;3;1;1;0;0;1;1;1;53;0;ROMAINE (AV. DE LA VOIE);;0.43;;;;;5644;6088;O;2
5;5;9;3;1;3;88;60;4;0;0;0;;3;2;;;0;1;1;1;0;0;1;1;1;0;0;ROUGET-DE-LISLE (R.);;0.43;;;;;5645;6088;O;2
5;1;9;2;1;5;88;60;4;2;0;0;;1;3;;;0;1;1;1;0;0;1;4;1;0;0;GARIGLIANO (PONTS);;0.43;;;;;5646;6088;O;5
5;1;9;1;1;3;88;60;4;0;0;0;;2;3;;;0;1;1;1;0;0;1;1;1;27;0;SOLA (BD PIERRE);;0.43;;;;;5647;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;0;;2;2;;;0;4;3;1;0;0;1;1;1;19;0;VALOMBROSE (AV. DE);;0.43;;;;;5648;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;0;;2;3;;;0;1;1;1;0;0;1;1;1;70;0;GAMBETTA (JUSQU'AU N° 62/73);;0.43;;;;;5649;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;0;;2;4;;;0;2;1;1;0;0;1;1;1;0;0;CIMIEZ (BD) A PARTIR DU 16/17;;0.43;;;;;5650;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;0;;2;2;;;0;2;1;1;0;0;1;2;1;0;0;CESSOLE (BD DE) (A PARTIR DU 101/114);;0.43;;;;;5651;6088;O;3
5;1;9;1;1;4;88;60;4;0;0;0;;1;2;;;0;2;0;1;0;0;1;2;1;0;0;REINE-VICTORIA (AV.);;0.43;;;;;5652;6088;O;3
5;1;9;1;1;5;88;60;4;0;0;0;;2;4;;;0;1;1;1;0;0;1;3;1;0;0;CASSIN (BD RENE);;0.43;;;;;5653;6088;O;4
5;1;9;1;1;3;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;1;7;0;AUGUSTA (AV. ANTONIA);;0.43;;;;;5654;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;2;1;9;0;GRAMMONT (R. DE);;0.43;;;;;5655;6088;O;3
5;1;9;2;1;6;88;60;4;0;0;0;;1;2;;;0;2;1;1;0;0;1;2;1;0;0;BARES (AV. J. SEBASTIEN);;0.43;;;;;5656;6088;O;3
5;5;9;2;1;6;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;AUNE (RUE FRANCOIS);;0.43;;;;;5657;6088;O;2
5;5;9;3;1;3;88;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;0;0;MONNIER (RUE THYDE);;0.43;;;;;5658;6088;O;2
5;1;9;2;1;2;88;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;0;1;25;0;PHILIBERT (R. EMMANUEL);;0.43;;;;;5659;6088;O;1
5;1;9;3;1;7;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;PRAT (R. DU DR LOUIS);;0.43;;;;;5660;6088;O;2
5;5;9;2;1;3;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;CAISSOTI (RUE);;0.43;;;;;5661;6088;O;2
5;2;9;1;1;2;88;60;4;0;0;0;;2;3;;;0;1;1;1;0;0;1;1;1;0;0;ETATS UNIS (QUAI DES);;0.43;;;;;5662;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;0;;2;2;;;0;2;2;1;0;0;1;0;1;109;0;RIMIEZ (AV. DE);;0.43;;;;;5663;6088;O;1
5;1;9;3;1;3;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;BCA (RUE DU 22IEME);;0.43;;;;;5665;6088;O;2
5;1;9;3;1;2;88;60;3;3;0;0;;3;2;;;0;1;1;1;0;0;1;1;1;0;0;GRENOBLE (ROUTE DE);;0.43;;;;;5666;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;0;;2;3;;;0;1;1;1;0;0;1;1;1;0;0;SOLA (BD PIERRE);;0.43;;;;;5667;6088;O;2
5;1;9;1;1;7;88;60;4;0;0;0;;1;2;1;0;0;1;1;1;0;0;1;0;0;;0;VOIE RAPIDE;;0.43;;;;;5668;6088;O;1
5;5;9;1;1;6;88;60;4;0;0;0;;1;3;;;0;1;1;1;0;0;1;2;1;131;0;ANGLAIS (DU N° 114 AU N° 263);;0.43;;;;;5669;6088;O;3
5;1;9;2;1;6;88;60;4;0;0;0;;2;2;;;0;2;1;1;0;0;1;1;1;0;0;BARES (AV. J. SEBASTIEN);;0.43;;;;;5670;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;0;;3;3;;;0;1;1;1;0;0;1;1;1;71;0;ANGLAIS PLAGE(DU 45 AU 112);;0.43;;;;;5671;6088;O;2
5;1;9;1;1;1;88;60;4;0;0;0;;2;4;;;0;1;1;1;0;0;1;1;1;77;0;GAMBETTA (A PARTIR DU N° 63/74);;0.43;;;;;5672;6088;O;2
5;1;1;1;1;3;88;60;3;0;0;0;;3;4;;;0;1;1;5;0;0;1;1;1;0;0;RD 6202;;0.43;;;;;5673;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;2;3;;;0;2;1;0;0;0;1;1;1;0;0;COMBOUL (AV. RAYMOND);;0.43;;;;;5674;6088;O;2
5;1;1;1;1;2;88;60;4;0;0;0;;1;1;;;0;4;3;1;0;0;1;1;1;0;0;SAINT-AUGUSTIN (QUART.);;0.43;;;;;5675;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;2;3;;;0;2;3;1;0;0;1;1;1;0;0;CIMIEZ (BD) A PARTIR DU 16/17;;0.43;;;;;5676;6088;O;2
5;1;9;2;1;3;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;1;0;0;KARR (R. ALPHONSE);;0.43;;;;;5677;6088;O;2
5;1;5;1;1;6;159;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;1;0;SADI CARNOT (AVENUE);;0.43;;;;;5678;6159;O;2
5;1;9;1;1;1;88;60;4;0;0;0;;2;2;;;0;2;3;1;0;0;1;1;1;0;0;DUFOURMANTEL (AV.);;0.43;;;;;5679;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;0;;2;2;;;0;4;1;1;0;0;1;1;1;200;0;BELLET (RTE DE);;0.43;;;;;5680;6088;O;2
5;5;9;2;1;3;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;2;1;0;0;LONGCHAMP (R. ET IMP.);;0.43;;;;;5681;6088;O;3
5;1;9;1;1;6;88;60;3;0;0;0;;2;2;;;0;4;0;1;0;0;1;1;1;0;0;JOLY (CORNICHE ANDRE DE);;0.43;;;;;5682;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;12;0;GIACOBI (AV.);;0.43;;;;;5683;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;2;3;;;0;2;1;0;0;0;1;2;1;7;0;THIERS (AV.);;0.43;;;;;5684;6088;O;3
5;1;9;2;1;6;88;60;4;0;0;0;;2;2;;;0;2;3;1;0;0;1;1;1;0;0;PESSICART (A PARTIR DU 300/301);;0.43;;;;;5685;6088;O;2
5;5;9;1;1;3;88;60;4;0;0;0;;1;10;;;0;1;1;0;0;0;1;1;1;0;0;ROSSINI (R.);;0.43;;;;;5686;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;1;2;;;0;1;1;1;0;0;1;1;1;1;0;LYAUTEY (AV. DU MAL);;0.43;;;;;5687;6088;O;2
5;1;9;7;1;3;88;60;4;0;0;0;;2;1;;;0;0;0;1;0;0;1;1;1;0;0;SAINT-PHILIPPE (PL.);;0.43;;;;;5688;6088;O;2
5;1;9;1;1;6;88;60;3;0;0;0;;3;3;;;2;1;1;1;0;0;1;1;1;61;0;BAREL (BD VIRGILE);;0.43;;;;;5689;6088;O;2
5;5;9;1;1;7;88;60;4;0;0;0;;1;2;;;0;1;1;1;0;0;1;0;1;0;0;ROUGET-DE-LISLE (R.);;0.43;;;;;5690;6088;O;1
5;1;9;1;1;3;88;60;4;0;0;0;;1;4;;;1;1;1;1;0;0;1;2;1;14;0;RISSO (BD);;0.43;;;;;5691;6088;O;3
5;1;9;4;1;6;88;60;4;0;0;0;;2;2;;;0;2;1;0;0;0;1;1;1;0;0;SUREAU (R. PROF. M.);;0.43;;;;;5692;6088;O;2
5;5;9;1;1;6;88;60;3;0;0;0;;3;4;;;0;1;1;1;0;0;1;0;1;220;0;CALIFORNIE (AV.) (A PARTIR DU N° 201/212;;0.43;;;;;5693;6088;O;1
5;5;9;2;1;3;88;60;4;0;0;0;;1;2;;;0;1;1;1;0;0;1;1;1;0;0;BISCARRA (RUE);;0.43;;;;;5694;6088;O;2
5;5;1;3;1;3;88;60;4;0;0;0;;0;0;;;0;0;0;0;0;0;1;1;1;0;0;CRETES (CH. DES);;0.43;;;;;5695;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;1;2;;;0;2;1;1;0;0;1;1;1;0;0;KESSEL (JARDIN J.);;0.43;;;;;5696;6088;O;2
5;1;9;1;1;6;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;0;1;17;0;MAHONIAS (R. DES);;0.43;;;;;5697;6088;O;1
5;1;9;1;1;3;88;60;4;0;0;0;;1;2;;;0;1;1;1;0;0;1;1;1;1;0;LYAUTEY (AV. DU MAL);;0.43;;;;;5698;6088;O;2
5;1;9;1;1;7;88;60;4;0;0;0;;1;3;;;0;1;1;1;0;0;1;0;1;0;0;VOIE RAPIDE;;0.43;;;;;5699;6088;O;1
5;1;9;2;1;6;88;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;2;1;0;0;ROSSINI (R.);;0.43;;;;;5700;6088;O;3
5;1;9;1;1;6;88;60;4;0;0;0;;2;4;;;0;3;1;1;0;0;1;1;1;80;0;GAMBETTA (A PARTIR DU N° 63/74);;0.43;;;;;5701;6088;O;2
5;1;9;3;1;4;88;60;4;0;0;0;;2;4;;;0;2;1;1;0;0;1;3;1;61;0;CIMIEZ (BD) A PARTIR DU 16/17;;0.43;;;;;5702;6088;O;4
5;1;9;1;1;1;88;60;4;0;0;0;;2;4;;;0;1;1;1;0;0;1;1;1;16;0;GARNIER (BD JOSEPH);;0.43;;;;;5703;6088;O;2
5;5;9;1;1;2;88;60;4;0;0;0;;2;4;;;0;1;1;1;0;0;1;2;1;228;0;TURIN (RTE DE);;0.43;;;;;5704;6088;O;3
5;5;9;2;1;3;88;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;0;0;ALBERTI (RUE);;0.43;;;;;5705;6088;O;2
5;1;9;1;1;2;88;60;4;0;0;0;;2;4;;;0;2;1;1;0;0;1;1;1;33;0;CIMIEZ (BD) A PARTIR DU 16/17;;0.43;;;;;5706;6088;O;2
5;1;9;1;1;3;88;60;4;0;0;0;;1;4;;;0;1;1;1;0;0;1;1;1;8;0;PAPACINO (QUAI);;0.43;;;;;5707;6088;O;2
5;3;9;1;1;3;88;60;4;0;0;0;;1;3;;;0;1;1;1;0;0;1;1;1;0;0;SAINT-JEAN BAPTISTE (AV.);;0.43;;;;;5708;6088;O;2
5;1;7;3;1;2;4;60;4;0;0;0;;2;2;1;0;0;2;1;0;0;0;1;1;0;;0;LAMARTINE AV.;;0.43;;;;;5709;6004;O;2
5;1;1;1;1;6;4;60;4;3;0;0;;3;2;1;0;0;1;1;1;0;0;1;1;0;;0;GRASSE RTE DE;;0.43;;;;;5710;6004;O;2
5;5;6;1;1;4;155;60;3;0;0;0;;4;3;1;0;0;2;1;1;0;0;1;2;0;;0;TAPIS VERT AV.DU;;0.43;;;;;5711;6155;O;3
5;1;7;1;1;6;4;60;3;5;0;0;;3;3;;;0;1;1;1;0;0;1;1;1;23;0;VAUTRIN BD DU GENERAL;;0.43;;;;;5712;6004;O;2
5;1;7;3;1;3;4;60;4;0;0;0;;2;2;1;0;0;1;1;0;0;0;1;1;0;;0;PUY CH.DU;;0.43;;;;;5713;6004;O;2
5;5;7;1;1;3;4;60;3;0;0;0;;2;2;;;0;2;1;1;0;0;1;1;1;239;0;SAINT CLAUDE CH.DE;;0.43;;;;;5714;6004;O;2
5;1;7;1;1;6;4;60;4;0;0;0;;2;2;1;0;0;1;1;1;0;0;1;1;0;;0;SAINT CLAUDE CH.DE;;0.43;;;;;5715;6004;O;2
5;1;6;2;1;3;155;60;4;0;0;0;;1;2;1;0;0;1;1;1;0;0;1;1;0;;0;BERGER AV.AIME;;0.43;;;;;5716;6155;O;2
5;1;7;1;1;2;4;60;3;0;0;0;;1;2;1;0;0;1;0;1;0;0;1;1;0;;0;GRASSE RTE DE;;0.43;;;;;5717;6004;O;2
5;2;7;3;1;3;4;60;4;0;0;0;;2;2;1;0;0;2;0;1;0;0;1;0;0;;0;TERRIERS ALLEE- CH.ET PETIT CH.DES;;0.43;;;;;5718;6004;O;1
5;1;7;1;1;6;4;60;3;0;0;0;;2;3;1;0;0;2;1;1;0;0;1;0;0;;0;BADINE RTE DE LA;;0.43;;;;;5719;6004;O;1
5;1;6;1;1;3;27;60;4;0;0;0;;2;2;;;0;0;1;1;0;0;1;1;1;12;0;CHENES AVENUE DES;;0.43;;;;;5720;6027;O;2
5;1;6;1;1;2;123;60;4;0;0;0;;1;2;;;0;1;1;1;0;0;1;1;1;1231;0;POMPIDOU GEORGES BOULEVARD;;0.43;;;;;5721;6123;O;2
5;1;6;1;1;3;27;60;4;0;0;0;;2;2;;;0;0;1;1;0;0;1;1;1;22;0;DONAT AVENUE DOCTEUR MAURICE;;0.43;;;;;5722;6027;O;2
5;1;6;1;1;2;27;60;4;0;0;0;;2;3;;;0;0;1;1;0;0;1;1;2;;0;FRANCE ROUTE DE;;0.43;;;;;5723;6027;O;2
5;1;6;3;1;5;27;60;4;0;0;0;;1;1;;;0;1;1;0;0;0;1;3;2;;0;JACINTHES ALLEE DES;;0.43;;;;;5724;6027;O;4
5;1;6;3;1;3;27;60;3;0;0;0;;2;6;;;0;1;1;1;0;0;1;1;2;;0;NICE AVENUE DE (RN7);;0.43;;;;;5725;6027;O;2
5;1;6;6;1;5;27;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;2;2;;0;VENCE ROUTE DE;;0.43;;;;;5726;6027;O;3
5;1;6;1;1;2;123;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;802;0;DE GAULLE GENERAL AVENUE;;0.43;;;;;5727;6123;O;2
5;1;6;1;1;4;27;60;2;0;0;0;;2;3;;;0;1;1;1;0;0;1;2;1;5;0;NICE AVENUE DE (RN7);;0.43;;;;;5728;6027;O;3
5;1;6;1;1;3;27;60;4;0;0;0;;3;4;;;0;1;1;1;0;0;1;1;1;11;0;KENNEDY BOULEVARD J.F.;;0.43;;;;;5729;6027;O;2
5;1;6;1;1;1;27;60;4;0;0;0;;2;2;;;0;0;3;1;0;0;1;1;1;159;0;VALLON DES VAUX CHEMIN DU;;0.43;;;;;5730;6027;O;2
5;2;6;1;1;3;30;60;4;0;0;0;;2;2;;;0;1;2;1;0;0;1;1;9;0;0;COLLINES (CHEMIN DES);;0.43;;;;;5731;6030;O;2
5;1;7;1;1;2;29;60;2;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;9;8;0;PICAUD (AVENUE DR) BOCCA;;0.43;;;;;5732;6029;O;2
5;5;7;1;1;3;29;60;4;0;0;0;;3;4;;;0;1;1;1;0;0;1;1;9;1;0;CROISETTE (BOULEVARD DE LA);;0.43;;;;;5733;6029;O;2
5;1;7;1;1;3;29;60;4;0;0;0;;0;2;;;0;1;1;1;0;0;1;1;9;0;0;TONNER (AVENUE FRANCIS);;0.43;;;;;5734;6029;O;2
5;1;7;1;2;3;29;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;22;0;CAMP LONG (AVENUE DU);;0.43;;;;;5735;6029;O;2
5;1;6;6;1;3;30;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;2;1;0;CHEVAL M;;0.43;;;;;5736;6030;O;2
5;2;7;1;2;2;29;60;4;0;0;0;;2;3;;;0;1;1;1;0;0;1;1;9;0;0;COUVERTURE VOIE FERREE;;0.43;;;;;5737;6029;O;2
5;5;6;1;1;6;30;60;4;0;0;0;;2;2;;;0;2;1;1;0;0;1;0;9;0;0;DOUMER (BOULEVARD PAUL);;0.43;;;;;5738;6030;O;1
5;1;7;1;1;3;29;60;2;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;9;1;0;TONNER (AVENUE FRANCIS);;0.43;;;;;5739;6029;O;2
5;1;7;2;1;3;29;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;2;0;0;PASTEUR (RUE);;0.43;;;;;5740;6029;O;2
5;1;7;1;1;5;29;60;4;0;0;0;;3;4;;;0;1;1;1;0;0;1;2;1;1;0;BACHAGA SAID BOUALAM (AVENUE);;0.43;;;;;5741;6029;O;3
5;1;6;1;1;2;30;60;4;0;0;0;;3;2;;;0;1;1;1;0;0;1;1;1;295;0;MONOD (RUE JEAN);;0.43;;;;;5742;6030;O;2
5;1;6;1;1;7;30;60;4;0;0;0;;1;1;;;0;1;1;1;0;0;1;1;9;0;0;ECOLES (RUE DES);;0.43;;;;;5743;6030;O;2
5;1;7;1;1;3;29;60;4;0;0;0;;2;2;;;0;1;3;1;0;0;1;1;9;0;0;VIGNY (RUE);;0.43;;;;;5744;6029;O;2
5;1;7;1;1;3;29;60;4;0;0;0;;1;2;;;0;1;0;1;0;0;1;1;1;1;0;COUBERTIN (AVENUE PIERRE);;0.43;;;;;5745;6029;O;2
5;1;7;1;1;2;29;60;4;0;0;0;;2;4;;;0;0;1;1;0;0;1;1;1;25;0;JOURDAN (AVENUE MICHEL (LE CANNET);;0.43;;;;;5746;6029;O;2
5;1;7;1;1;5;29;60;4;0;0;0;;2;2;;;0;1;1;1;0;0;1;2;1;6;0;DOLLFUS (RUE JEAN);;0.43;;;;;5747;6029;O;3
5;1;7;1;7;7;29;60;2;0;0;0;;2;2;;;0;1;1;1;0;0;1;1;1;60;0;TONNER (AVENUE FRANCIS);;0.43;;;;;5748;6029;O;2
